index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary
71,"INTERVENTION 1: 
  Eligible Patients Assessable for the Primary Outcome Measure
  Patients older than 70 years and included either before any first-line treatment, or between any two steps of a pre-defined first-line treatment sequence (chemotherapy, endocrine therapy, targeted treatment, surgery or radiotherapy) for various types of histologically-confirmed cancer (colon, lung, upper aero digestive tract (UAT)/head and neck, breast, prostate, and non-Hodgkin's lymphomas (NHL)), and for whom G8 as well as at least one instrument of the multidimensional assessment were available.","several of the primary trial candidates are administered 1000 mcg of talazoparib daily, as part of the intervention",11,Single,Intervention,Les 2 corrects,0.0625,0.3333333333333333,4.0,4.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,86.0,18.0,2.0,0.0
72,"INTERVENTION 1: 
  Arm A: 5 Days/Week Schedule
  CUDC-101: CUDC-101 administered as a 1 hour intravenous infusion at the maximum tolerated dose of 275 mg/m2 consecutively for 5 days on each 14 day cycle.
INTERVENTION 2: 
  Arm B: 3 Days/Week Schedule
  CUDC-101: CUDC-101 administered as a 1 hour intravenous infusion at the maximum tolerated dose of 275 mg/m2 on Monday, Wednesday, Friday for three consecutive weeks of each 28 day cycle.","cohort 1 and 2 of the primary trial receive the same dosage of CUDC-101, however cohort 1 is administered CUDC-101 more often.",01,Single,Intervention,P1✗ KATE✓,0.1346153846153846,0.3888888888888889,31.0,9.0,0.0,0.0,7.0,0.0,47.0,0.0,0.0,0.0,78.0,24.0,1.0,0.0
73,"INTERVENTION 1: 
  Arm A1: 90 mg PF-05212384 + Docetaxel
  Participants with castrate resistant prostate cancer (CRPC), advanced breast cancer (ABC), or non-small cell lung cancer (NSCLC) that were candidates to treatment with a docetaxel-based combination. Each treatment cycle was defined as 21 days. Participants received intravenous infusion of PF-05212384 90 mg once on Day -7 and Cycle 1 Day 2, and docetaxel 75 mg/m2 1-hour IV infusion once on Cycle 1 Day 1. On Day 1 for Cycles 2 and beyond, participants received docetaxel 75 mg/m2 1-hour IV infusion once followed by PF-05212384 90 mg once. The maximum duration of PF-05212384 treatment was 505 days and the maximum duration of docetaxel treatment was 445 days.

INTERVENTION 1: 
  Intra-operative Mammography
  Intra-operative Specimen Mammography
  Intra-operative Mammography: The patient's breast specimen will be imagine in the operating room in an intra-operative imaging device - Biovision SN #30042
INTERVENTION 2: 
  Standard Mammography
  Standard Specimen Mammography
  Standard Mammography: There is not an added device associated with this arm.","the primary trial uses a 3 week cycle for its intervention, the secondary trial, on the other hand does not have a cyclic treatment in place.",10,Comparison,Intervention,P1✓ KATE✗,0.08823529411764706,0.4090909090909091,70.0,1.0,0.0,0.0,10.0,1.0,82.0,2.0,1.0,3.0,176.0,26.0,1.0,1.0
74,"INTERVENTION 1: 
  Vorinostat and Radiation - All Participants
  Patients will be treated on a dose escalation model for vorinostat and concurrently receive radiation therapy.
  Vorinostat : All doses given for 3 weeks
  Dose level -2 - 50 mg PO qd (to be used in de-escalation if toxicity occurs) Dose level -1 - 100 mg PO qd (to be used in de-escalation if toxicity occurs) Dose level I - 200 mg PO qd (initial starting dose) Dose level II - 300 mg PO qd Dose level III - 400 mg PO qd
Radiation Therapy : Patients will take Vorinostat daily during radiation therapy, they will be recommended to swallow the capsule 60-90 minutes prior to estimate time of radiation.",Every patient in the primary trial is receives a dose of 100 to 1600 ¬¨¬µg fentanyl sublingual spray during radiation therapy,11,Single,Intervention,Les 2 corrects,0.1388888888888889,0.47619047619047616,22.0,7.0,0.0,0.0,6.0,0.0,35.0,0.0,0.0,0.0,113.0,21.0,1.0,0.0
75,"Adverse Events 1:
  Total: 4/31 (12.90%)
  Infection  1/31 (3.23%)
  Deflation  1/31 (3.23%)
  Asymmetry  1/31 (3.23%)
  Delayed Healing Wound  1/31 (3.23%)

Adverse Events 1:
  Total: 0/76 (0.00%)
Adverse Events 2:
  Total: 0/75 (0.00%)","There were more cases of Infection, Asymmetry and nausea in the primary trial than in the secondary trial.",11,Comparison,Adverse Events,Les 2 corrects,0.058823529411764705,0.13333333333333333,46.0,0.0,7.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,46.0,18.0,1.0,1.0
76,"Inclusion Criteria:
  Signed informed consent form;
  Histologically verified diagnosis of stage IIb/III/IV breast cancer;

Inclusion Criteria:
  Written informed consent
  The diagnosis of breast cancer can be made by fine-needle aspiration (FNA), core, or tru-cut biopsy. Biopsy must demonstrate invasive adenocarcinoma.
  Patients must have a life expectancy of at least 1 year, excluding their diagnosis of cancer.
  Patients must have a mass on clinical or radiological examination of >1 cm and must be confined to either the breast or to the breast and ipsilateral axilla. Multiple masses permitted, provided one of them is >1cm.","Patients with stage 4 cancer are eligible for the secondary trial and the primary trial, if they provide informed consent.",00,Comparison,Eligibility,Les 2 en erreur,0.09090909090909091,0.3888888888888889,3.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,97.0,20.0,1.0,1.0
77,"Outcome Measurement: 
  pCR Within the Breast, Defined as no Evidence of Invasive Tumor Remaining in the Breast at Surgery Following Completion of Chemotherapy
  Pathological complete response (pCR) rates will be based on institutional pathology reports. In the final analysis for publication, rates will be based on blinded central review of these institutional pathology reports. The Chi-squared test will be conducted at the two-sided 0.05 level. A 95% confidence interval will be computed for the difference in pCR rates.
  Time frame: Up to 5 years
Results 1: 
  Arm/Group Title: FEC-75 Then Paclitaxel/Trastuzumab
  Arm/Group Description: Patients receive Fluorouracil, epirubicin, and cyclophosphamide (FEC) comprising fluorouracil IV, epirubicin hydrochloride IV, and cyclophosphamide IV on day 1. Treatment repeats every 21 days for 4 courses. Beginning 21 days after completion of FEC, patients receive paclitaxel IV once weekly and trastuzumab (Herceptin) IV once weekly for 12 weeks. Within 6 weeks after completion of paclitaxel and trastuzumab, patients undergo surgery. Beginning 3-4 weeks after surgery, patients receive trastuzumab IV once every 3 weeks for up to 52 weeks. epirubicin hydrochloride: Given IV, cyclophosphamide: Given IV, paclitaxel: Given IV, trastuzumab: Given IV, therapeutic conventional surgery: Undergo surgery, laboratory biomarker analysis: Correlative studies
  Overall Number of Participants Analyzed: 138
  Measure Type: Number
  Unit of Measure: percentage of participants  56.5        (47.8 to 64.9)
Results 2: 
  Arm/Group Title: Paclitaxel/Trastuzumab Then Trastuzumab/FEC-75
  Arm/Group Description: Patients receive paclitaxel IV once weekly and trastuzumab IV once weekly for 12 weeks. Beginning 7 days after the completion of paclitaxel and trastuzumab, patients receive FEC comprising fluorouracil IV, epirubicin IV, and cyclophosphamide IV on day 1. Treatment repeats every 21 days for 4 courses. Patients also receive trastuzumab IV once weekly for an additional 12 weeks. Within 6 weeks after completion of FEC and trastuzumab, patients undergo surgery. Beginning 3-4 weeks after surgery, patients receive trastuzumab as in arm I. epirubicin hydrochloride: Given IV, cyclophosphamide: Given IV, paclitaxel: Given IV, trastuzumab: Given IV, therapeutic conventional surgery: Undergo surgery, laboratory biomarker analysis: Correlative studies
  Overall Number of Participants Analyzed: 142
  Measure Type: Number
  Unit of Measure: percentage of participants  54.2        (45.7 to 62.6)

Outcome Measurement: 
  Pathological Complete Response After Preoperative Therapy With Herceptin/Navelbine Versus Taxotere/Carboplatin/Herceptin in Patients With HER-2 Positive Early Breast Cancer
  Pathological Complete Response is defined as the complete disappearance of invasive tumor in the breast at the time of surgery
  Time frame: 12 weeks
Results 1: 
  Arm/Group Title: Arm 1
  Arm/Group Description: Herceptin/navelbine
  Overall Number of Participants Analyzed: 41
  Measure Type: Number
  Unit of Measure: percentage of participants  17
Results 2: 
  Arm/Group Title: Arm 2
  Arm/Group Description: Taxotere/carboplatin/herceptin
  Overall Number of Participants Analyzed: 39
  Measure Type: Number
  Unit of Measure: percentage of participants  31","the primary trial and the secondary trial both use pCR as their outcome measurement, there is a small difference in results between the two cohorts of the primary trial, whereas in the secondary trial, Arm 2 had much better results than arm 1.",01,Comparison,Results,P1✗ KATE✓,0.09876543209876543,0.5161290322580645,77.0,2.0,1.0,0.0,15.0,0.0,95.0,1.0,0.0,1.0,472.0,43.0,2.0,2.0
78,"Outcome Measurement: 
  Number of Participants With Treatment-Emergent Adverse Events (AEs) or Serious Adverse Events (SAEs)
  An AE was any untoward medical occurrence in a participant who received study drug without regard to possibility of causal relationship. A SAE was an AE resulting in any of following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. Treatment-emergent are events between first dose of study drug and up to 28 days after last dose that were absent before treatment or that worsened relative to pretreatment state.
  Time frame: From screening until 28 days post last dose of study drug
Results 1: 
  Arm/Group Title: Sunitinib + Docetaxel + Trastuzumab
  Arm/Group Description: Sunitinib 37.5 milligram (mg) capsule orally once daily continuously starting from Day 2 up to Day 15 in each cycle, in schedule 2/1 (2 week on treatment, 1 week off treatment) along with docetaxel 75 milligram/square meter (mg/m^2) intravenous infusion over 1 hour on Day 1 of each cycle and trastuzumab either weekly: loading dose of 4 milligram/kilogram (mg/kg) intravenous infusion over 90 minutes on Day 1 followed by weekly maintenance doses of 2 mg/kg intravenous infusion over 30 minutes; or every 3 weeks: loading dose of 8 mg/kg intravenous infusion over 90 minutes on Day 1 followed by maintenance doses of 6 mg/kg intravenous infusion over 90 minutes every 3 weeks. Cycle length was 3 weeks.
  Overall Number of Participants Analyzed: 25
  Measure Type: Number
  Unit of Measure: participants  AEs: 24
SAEs: 11","All but one of the patients treated with Sunitinib + Docetaxel + Trastuzumab in the primary trial suffered a Treatment-Emergent adverse event, and less than half the patients suffered serious Treatment-Emergent Adverse Events.",10,Single,Results,P1✓ KATE✗,0.08125,0.5,43.0,0.0,0.0,0.0,10.0,0.0,53.0,0.0,0.0,0.0,273.0,33.0,1.0,0.0
79,"Outcome Measurement: 
  Percentage of Participants With a Response Within 10 Days of First Dose of Denosumab
  Response is defined as corrected serum calcium (CSC)  11.5 mg/dL, within 10 days after the first dose of denosumab. For all CSC values, if albumin was < 4 g/dL, the following formula was used to calculate CSC: CSC = Total serum calcium [mg/dL] + (0.8 x (4 - serum albumin [g/dL]))
  Time frame: 10 days
Results 1: 
  Arm/Group Title: Denosumab
  Arm/Group Description: Participants received denosumab at a dose of 120 mg subcutaneously (SC) every 4 weeks (Q4W) with a loading dose of 120 mg SC on study Days 8 and 15.
  Overall Number of Participants Analyzed: 33
  Measure Type: Number
  Unit of Measure: percentage of participants  63.6        (45.1 to 79.6)

Outcome Measurement: 
  Number Who Reached a Safe Dose
  The number of patients who reached a safe and well tolerated dose of d-methadone
  Time frame: 2 years
Results 1: 
  Arm/Group Title: Phase I, Cohort l
  Arm/Group Description: oral d-methadone 40 mg
  d-Methadone: 8 subjects to receive 40 mg d-Methadone twice a day
  Overall Number of Participants Analyzed: 8
  Measure Type: Number
  Unit of Measure: participants  8",the secondary trial and the primary trial report results using the same Unit of Measure.,01,Comparison,Results,P1✗ KATE✓,0.058823529411764705,0.5,45.0,0.0,0.0,0.0,11.0,0.0,56.0,0.0,0.0,0.0,204.0,15.0,1.0,1.0
80,"Adverse Events 1:
  Total: 0/34 (0.00%)

Adverse Events 1:
  Total: 0/27 (0.00%)
Adverse Events 2:
  Total: 0/27 (0.00%)",the primary trial and the secondary trial recorded over 100 total adverse events in their cohorts.,11,Comparison,Adverse Events,Les 2 corrects,0.15,0.21428571428571427,21.0,3.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,24.0,16.0,1.0,1.0
81,"INTERVENTION 1: 
  Placebo
  Placebo: Normal saline was administered as a 3-hour intravenous infusion on Day 1.
INTERVENTION 2: 
  Trabectedin
  1.3 mg/m2 of trabectedin was administered as a 3-hour intravenous infusion on Day 2.",The placebo and Trabectedin intervention in the primary trial are both administered through a 3-hour intravenous infusion on a bi-weekly basis.,11,Single,Intervention,Les 2 corrects,0.3225806451612903,0.47619047619047616,9.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,37.0,23.0,1.0,0.0
