index,premise,hypothesis,true_label,predicted_label,is_correct,premise_len,hypothesis_len,prompt_len,length_bin,type,section_id
158,"Be non-smokers (no nicotine use within the last 5 years),

DISEASE CHARACTERISTICS:
  Undergoing autologous peripheral blood stem cell transplantation and stem cell mobilization using cyclophosphamide
  Candidate (per institutional requirements) for autologous peripheral blood stem cell transplantation
  No psychiatric illness or multi-system organ failure
  No nausea at baseline
  PATIENT CHARACTERISTICS:
  SWOG performance status 0-2
  Fewer than 5 alcoholic drinks per day within the past year
  No current illness requiring chronic systemic steroids or requirement for chronic use of anti-emetics
  No gastrointestinal obstruction or active peptic ulcer disease
  AST and ALT  3 times upper limit of normal (ULN)
  Bilirubin  3 times ULN
  Alkaline phosphatase  3 times ULN
  Creatinine  2 mg/dL
  No known hypersensitivity to any component of the study regimen
  Not pregnant or nursing
  Negative pregnancy test
  Fertile patients must use effective barrier contraception
  No unrelenting hiccups
  PRIOR CONCURRENT THERAPY:
  No chronic therapeutic warfarin > 1 mg dose per day
  No other concurrent investigational agents
  No concurrent oral contraceptives (except for stopping menses), tolbutamide, phenytoin, midazolam, ketoconazole, rifampin, paroxetine hydrochloride, or diltiazem hydrochloride
  No concurrent illegal drugs",Smokers are excluded from the primary trial but may be eligible for the secondary trial if they drink less than 5 alcoholic drinks a day.,Entailment,Entailment,True,1341,137,1478,Long,Comparison,Eligibility
159,"Outcome Measurement: 
  Change in Isothiocyanate in Urine Samples as Assessed at Baseline and After Completion of Study Therapy
  Isothiocyante including sulforaphane in micromolar (µM) concentration was measured following standard chemical measurement procedures and divided by the creatinine values in millimolar (mM) concentration.
  Time frame: Baseline and end of study (up to 8 weeks)

Outcome Measurement: 
  Percentage of Participants With 'Pain' or 'no Pain' as Measured by the Numeric Pain Rating Scale
  Numeric Pain Rating Scale - pain rating scale 0-10 (0= no pain to 10= most pain imaginable). Reported as percentages of participants with pain (1-10) vs no pain (0)
  Time frame: Regression models of pain reported over time (mid-docetaxel chemotherapy- 6 months post-chemotherapy). Mid-chemotherapy time frame participants were re-assessed after the 2 round of TC and 4th round of FECD.","the secondary trial uses pain as a measure of effectiveness for Physical Therapy, whereas the primary trial studies the effect of Sulforaphane Supplements on Isothiocyanate concentration in Urine.",Entailment,Contradiction,False,901,196,1097,Long,Comparison,Results
160,"Adverse Events 1:
  Total: 45/106 (42.45%)
Adverse Events 2:
  Total: 7/103 (6.80%)","Most patients in cohort 1 of the primary trial suffered adverse events, the inverse is true in cohort 2.",Contradiction,Entailment,False,83,104,187,Court,Single,Adverse Events
161,"Adverse Events 1:
  Infection * 1/32 (3.13%)

  Infections and infestations - Other, unspecified 1/15 (6.67%)",There was at least 1 case of infection in both the primary trial and the secondary trial,Entailment,Contradiction,False,109,88,197,Court,Comparison,Adverse Events
162,"Adverse Events 1:
  Total: 0/733 (0.00%)
Adverse Events 2:
  Total: 0/765 (0.00%)

Adverse Events 1:
  Total: 0/88 (0.00%)
Adverse Events 2:
  Total: 0/86 (0.00%)",There are no Intestinal obstructions or incidents of Pancytopenia observed in the patient cohorts of the primary trial and the secondary trial,Entailment,Entailment,True,162,142,304,Court,Comparison,Adverse Events
163,"Adverse Events 1:
  Total: 0/34 (0.00%)
Adverse Events 2:
  Total: 0/33 (0.00%)

Adverse Events 1:
  Total: 5/16 (31.25%)
  ANAEMIA 1/16 (6.25%)
  LEUKOPENIA 1/16 (6.25%)
  NEUTROPENIA 3/16 (18.75%)
  THROMBOCYTOPENIA 1/16 (6.25%)
  FEBRILE INFECTION 1/16 (6.25%)
  GENITAL INFECTION FEMALE 1/16 (6.25%)
  PNEUMONIA 1/16 (6.25%)
  CANCER PAIN 1/16 (6.25%)
  STUPOR 1/16 (6.25%)
  COMA 1/16 (6.25%)
  RESPIRATORY FAILURE 1/16 (6.25%)
Adverse Events 2:
  Total: 1/15 (6.67%)
  ANAEMIA 0/15 (0.00%)
  LEUKOPENIA 0/15 (0.00%)
  NEUTROPENIA 0/15 (0.00%)
  THROMBOCYTOPENIA 0/15 (0.00%)
  FEBRILE INFECTION 1/15 (6.67%)
  GENITAL INFECTION FEMALE 0/15 (0.00%)
  PNEUMONIA 0/15 (0.00%)
  CANCER PAIN 0/15 (0.00%)
  STUPOR 0/15 (0.00%)","the secondary trial patients suffered from anemia, pneumonia and stupor more often than patients in the primary trial, but more cases of FEBRILE INFECTIONs were recorded in the primary trial.",Contradiction,Contradiction,True,727,191,918,Moyen,Comparison,Adverse Events
164,"INTERVENTION 1: 
  Intraoperative Handheld Gamma Camera (pIHGC)
  The prototype intraoperative handheld gamma camera (pIHGC)
  radioactive Tc99M: Lymphoscintigraphy involves injection of 0.4 to 1.0 mCi of radioactive Tc99M sulfur colloid around at the tumor site.
INTERVENTION 2: 
  Gamma Probes (GP)
  Lymphoscintigraphy with standard of care intraoperative gamma probes (GP)
  radioactive Tc99M: Lymphoscintigraphy involves injection of 0.4 to 1.0 mCi of radioactive Tc99M sulfur colloid around at the tumor site.","The difference between intervention one and two of the primary trial is that intervnetion 1 uses pIHGC, and intervention 2 uses stantdard GP.",Entailment,Entailment,True,515,141,656,Moyen,Single,Intervention
165,"Inclusion Criteria:
  Histologically or cytologically confirmed breast carcinoma.
  Early stage breast cancer (stage 1, 2, 3).
  No evidence of disease outside the breast or chest wall, except ipsilateral axillary lymph nodes.
  18 years of age or older.
  Final eligibility for a clinical trial is determined by the health professionals conducting the trial.
Exclusion Criteria:
  Prior chemotherapy, hormonal therapy, biologic therapy or radiation therapy for breast cancer.
  Major surgery within 28 days of study entry.
  Evidence of central nervous system (CNS) metastases.
  Final eligibility for a clinical trial is determined by the health professionals conducting the trial.","Even if a patient satisfies all of the exclusion and inclusion criteria for the primary trial, the final decision for inclusion will be made by the health professionals conducting the trial.",Entailment,Entailment,True,683,190,873,Moyen,Single,Eligibility
166,"Outcome Measurement: 
  Recurrence-free Survival
  2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 5 years)
  Time frame: 5 years
Results 1: 
  Arm/Group Title: Ketorolac 30 mg
  Arm/Group Description: Active drug to be compared with placebo
  Ketorolac 30 mg IV
  Overall Number of Participants Analyzed: 96
  Measure Type: Count of Participants
  Unit of Measure: Participants  80  83.3%
Results 2: 
  Arm/Group Title: NaCl 0.9% 3mL
  Arm/Group Description: Ketorolac 30 mg IV
  Overall Number of Participants Analyzed: 107
  Measure Type: Count of Participants
  Unit of Measure: Participants  96  89.7%",96 participants from the Ketorolac 30 mg group of the primary trial experienced Recurrence-free Survival compared to the 67 from the NaCl 0.9% 3mL group,Contradiction,Contradiction,True,780,152,932,Moyen,Single,Results
167,"Inclusion Criteria:
  Histologically or cytologically proven diagnosis of solid tumor malignancy of lung, breast, or prostate prior to registration;
   18 years of age;
  White blood cell count (WBC)  2400 cells/mm^3;
  Absolute neutrophil count (ANC)  1,800 cells/mm3;
  Platelets  60,000 cells/mm3;
  Hemoglobin  8.0 g/dl (Note: The use of transfusion or other intervention to achieve the required hemoglobin is permitted).

Inclusion Criteria:
  Histologically verified diagnosis of stage IIb/III/IV breast cancer;
  Age of 18-70 years inclusive;
  Life expectancy of at least 6 months after inclusion in the study;
  ANC level of 1500/μL and more at the beginning of the study
  Platelet count of 100 000/μL and more at the beginning of the study
  Hemoglobin level of 90 g/l and more","A 32 year old patient with Histologically verified diagnosis of stage III breast cancer, Absolute neutrophil count of 1807/≈í¬∫L, Platelet count of 79000/≈í¬∫L, Hemoglobin level of 90 g/l, and a Life expectancy exceeding 8 months would be eligible for both the primary trial and the secondary trial.",Contradiction,Entailment,False,788,299,1087,Long,Comparison,Eligibility
168,"INTERVENTION 1: 
  Arm I
  Oral Vitamin B12
  Vitamin B12: Vitamin B12 2500 micrograms sublingually per day over the course of 90 days (+/- 10 days)

INTERVENTION 1: 
  Arm I - Memantine
  Participants receive memantine hydrochloride PO BID) on days 1-81 in the absence of unacceptable toxicity.
  memantine hydrochloride: Estimate participation, accrual, adherence, and retention of cancer survivors who smoke and are randomized to receive memantine (10 mg twice daily) or a matching placebo for 12 weeks.
INTERVENTION 2: 
  Arm II - Placebo
  Participants receive a placebo PO BID on days 1-81 in the absence of unacceptable toxicity.
  placebo: Placebo by mouth through completion of 12 weeks.","the primary trial adminsters its intervention sublingually, and the secondary trial adminsters it orally.",Entailment,Contradiction,False,696,105,801,Moyen,Comparison,Intervention
169,"Anaemia 1/18 (5.56%)
  Febrile neutropenia 1/18 (5.56%)
  Pancytopenia 0/18 (0.00%)","several cases of Anaemia and Febrile neutropenia were recorded in cohort 1 of the primary trial, but 0 cases of Pancytopenia.",Contradiction,Entailment,False,83,125,208,Court,Single,Adverse Events
170,"INTERVENTION 1: 
  Escalation: 0.3 mg/kg Durva + 3 mg/kg Treme
  Subjects received durvalumab (0.3 mg/kg Q2W for 13 cycles) and tremelimumab (3 mg/kg Q4W for 6 cycles, then Q12W). Optional extended treatment comprised durvalumab monotherapy administered at the recommended fixed dose of 1500 mg Q4W.
  Durvalumab and tremelimumab were administered as IV infusions over 60 (± 5) minutes, with durvalumab infusions started at least 60 minutes after the end of the tremelimumab infusion on dual dosing days.
INTERVENTION 2: 
  Escalation: 1 mg/kg Durva + 3 mg/kg Treme
  Subjects received durvalumab (1 mg/kg Q2W for 13 cycles) and tremelimumab (3 mg/kg Q4W for 6 cycles, then Q12W). Optional extended treatment comprised durvalumab monotherapy administered at the recommended fixed dose of 1500 mg Q4W.
  Durvalumab and tremelimumab were administered as IV infusions over 60 (± 5) minutes, with durvalumab infusions started at least 60 minutes after the end of the tremelimumab infusion on dual dosing days.",The only difference between interventions 1 and 2 of the primary trial is that cohort 1 recieves 0.7mg less of Durva in their monthly injections compared to cohort 2.,Contradiction,Entailment,False,1005,166,1171,Long,Single,Intervention
171,No evidence of dementia - Mini Mental State Examination (MMSE) >=23 but some evidence of cognitive impairment,Alzheimer's patients are not eligible for the primary trial,Entailment,Contradiction,False,109,59,168,Court,Single,Eligibility
172,"Outcome Measurement: 
  Overall Response Rate (ORR)
  Response defined per Response Evaluation Criteria In Solid Tumors (RECIST) criteria: Complete Response (CR)=disappearance of all target lesions; Partial Response (PR)=30% decrease in sum of longest diameter of target lesions; Progressive Disease=20% increase in sum of longest diameter of target lesions; Stable Disease=small changes that do not meet above criteria. ORR was defined as the proportion of participants who achieved a best response of either CR or PR. ORR=number of participants with CR or PR/number of participants qualified for tumor response analysis (per-protocol population).
  Time frame: baseline & every 2 cycles (approximately 8 weeks) of treatment to measured progressive disease (PD) & post-therapy until PD or other therapy initiated (up to 35 months)
Results 1: 
  Arm/Group Title: Paclitaxel Plus Bevacizumab (PB)
  Arm/Group Description: paclitaxel 90 milligrams per meter squared (mg/m2) administered intravenously (IV) on days 1, 8, 15 every 28 days followed by bevacizumab 10 milligrams per kilogram (mg/kg) administered IV on days 1 and 15 every 28 days
  Overall Number of Participants Analyzed: 94
  Mean (95% Confidence Interval)
  Unit of Measure: proportion of responders  0.489        (0.385 to 0.595)
Results 2: 
  Arm/Group Title: Paclitaxel Plus Bevacizumab Plus Gemcitabine (PB+G)
  Arm/Group Description: paclitaxel 90 milligrams per meter squared (mg/m2) administered intravenously (IV) on days 1, 8, 15 every 28 days followed by gemcitabine 1500 mg/m2 IV on days 1 and 15 every 28 days followed by bevacizumab 10 milligrams per kilogram (mg/kg) administered IV on days 1 and 15 every 28 days
  Overall Number of Participants Analyzed: 92
  Mean (95% Confidence Interval)
  Unit of Measure: proportion of responders  0.587        (0.479 to 0.689)",The the primary trial Paclitaxel Plus Bevacizumab Plus Gemcitabine group had a better ORR than the Paclitaxel Plus Bevacizumab group and had more participants in it,Contradiction,Entailment,False,1845,164,2009,Long,Single,Results
